scenario,level,system,expression_group,expression_group_layer,ngram,count,matched_constraints,constraint_hit_count,scenario_heavy
S7,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,for serious illness,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,plan for serious,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,risk checks a,2,practicality_and_feasibility,1,False
S7,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,your risk checks,2,practicality_and_feasibility,1,False
S7,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,care happens whether,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,commitment depends on,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,country whether she,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,happens whether either,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,paid help whether,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,testing whether the,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,i slow down,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,regret in years,2,,0,False
S7,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,the long term,2,temporal_dynamics,1,False
S7,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,your age trajectory,2,temporal_dynamics,1,False
S1,quadgrams,AC15,surfacing,cross_cutting,would make us wrong,6,,0,False
S1,quadgrams,AC15,surfacing,cross_cutting,contract doesn t allow,2,,0,False
S1,quadgrams,AC15,surfacing,cross_cutting,fewest external blockers civitas,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15,surfacing,cross_cutting,is permissible and doesn,2,,0,False
S1,quadgrams,AC15,surfacing,cross_cutting,make us wrong a,2,,0,False
S1,quadgrams,AC15,surfacing,cross_cutting,make us wrong the,2,,0,False
S1,quadgrams,AC15,surfacing,cross_cutting,permissible and doesn t,2,,0,False
S1,quadgrams,AC15,surfacing,cross_cutting,the contract doesn t,2,,0,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,data config portability transition,4,temporal_dynamics;truth_and_fact,2,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,config portability transition assistance,3,temporal_dynamics,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,a phased notice to,2,temporal_dynamics,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,a phased start and,2,temporal_dynamics,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,a week selection window,2,temporal_dynamics,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,documented formats transition assistance,2,temporal_dynamics,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,formats transition assistance defined,2,temporal_dynamics,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,in documented formats transition,2,temporal_dynamics,1,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,month support horizon with,2,,0,False
S1,quadgrams,AC15,temporal_projection,constraint_aligned,more predictable near term,2,temporal_dynamics,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,timeline and required controls,3,practicality_and_feasibility;temporal_dynamics,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,a phased start and,2,temporal_dynamics,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,civitas modular mitigates the,2,,0,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,cost and complexity that,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,cost to maintain the,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,fewest external blockers civitas,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,maintenance cost reduction vs,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,on schedule if novagrid,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,ownership of timing plans,2,,0,False
S1,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,plans configs logs performance,2,,0,False
S1,quadgrams,AC15,truth,constraint_aligned,acceptance testing that includes,2,,0,False
S1,quadgrams,AC15,truth,constraint_aligned,documented formats transition assistance,2,temporal_dynamics,1,False
S1,quadgrams,AC15,truth,constraint_aligned,in documented formats transition,2,temporal_dynamics,1,False
S1,quadgrams,AC15,truth,constraint_aligned,less long run evidence,2,truth_and_fact,1,False
S1,quadgrams,AC15,warning,cross_cutting,and lock in risk,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15,hedging,cross_cutting,standard controllers typically mean,2,,0,False
S1,quadgrams,AC15P,hedging,cross_cutting,it may be underestimated,7,,0,False
S1,quadgrams,AC15P,hedging,cross_cutting,likely narrative if there,3,,0,False
S1,quadgrams,AC15P,hedging,cross_cutting,in short novagrid may,2,,0,False
S1,quadgrams,AC15P,hedging,cross_cutting,that tends to favor,2,,0,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,transition assistance clause pre,5,temporal_dynamics,1,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,a week award window,3,temporal_dynamics,1,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,access transition assistance clause,2,temporal_dynamics,1,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,at end of life,2,,0,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,certainty and increase lifecycle,2,temporal_dynamics,1,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,migrates in the future,2,temporal_dynamics,1,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,no longer the safe,2,,0,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,punitive fees transition assistance,2,temporal_dynamics,1,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,window novagrid also triggers,2,temporal_dynamics,1,False
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,without punitive fees transition,2,temporal_dynamics,1,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,can t delay start,3,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,failure council budget chair,3,practicality_and_feasibility,1,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,one failure council budget,3,practicality_and_feasibility,1,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,timing plans controller configs,3,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,adjustable cloud subscription costs,2,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,and operating budgets are,2,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,becomes a schedule risk,2,practicality_and_feasibility,2,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,capital and operating budgets,2,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,configs plans logs documented,2,,0,False
S1,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,dependency inside a week,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15P,surfacing,cross_cutting,can t delay start,3,,0,False
S1,quadgrams,AC15P,surfacing,cross_cutting,prove it won t,2,,0,False
S1,quadgrams,AC15P,surfacing,cross_cutting,waiver friction essential infrastructure,2,practicality_and_feasibility,1,True
S1,quadgrams,AC15P,truth,constraint_aligned,configs plans logs documented,2,,0,False
S1,quadgrams,AC15P,truth,constraint_aligned,have procurement legal confirm,2,truth_and_fact,1,False
S1,quadgrams,AC15P,truth,constraint_aligned,logs documented interfaces apis,2,,0,False
S1,quadgrams,AC15P,truth,constraint_aligned,ownership full export documented,2,,0,False
S1,quadgrams,AC15P,truth,constraint_aligned,plans logs documented interfaces,2,,0,False
S1,quadgrams,AC15P,imagination_and_possibility,constraint_aligned,path to start on,2,,0,False
S1,quadgrams,AC15P,imagination_and_possibility,constraint_aligned,possible iteration it required,2,imagination_and_possibility,1,False
S1,quadgrams,AC15P,warning,cross_cutting,becomes a schedule risk,2,practicality_and_feasibility,2,False
S1,quadgrams,AC15P,warning,cross_cutting,risk stack for essential,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15P,warning,cross_cutting,risk vendor responsiveness and,2,practicality_and_feasibility,1,False
S1,quadgrams,AC15P,warning,cross_cutting,schedule risk regardless of,2,practicality_and_feasibility,2,False
S1,quadgrams,AC15P,warning,cross_cutting,schedule risk we are,2,practicality_and_feasibility,2,False
S1,quadgrams,CONTROL,hedging,cross_cutting,how it could bite,6,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,it could bite you,4,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,lead time that could,3,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,likely narrative if something,3,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,time that could push,3,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,could change the answer,2,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,could push the integrated,2,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,it could bite year,2,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,modular tends to win,2,,0,False
S1,quadgrams,CONTROL,hedging,cross_cutting,that could push the,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,long term o m,4,temporal_dynamics,1,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,to compete future components,3,temporal_dynamics,1,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,a staged rollout plan,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,ability to change later,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,and a staged rollout,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,delivered early milestone based,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,documentation delivered early milestone,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,early milestone based payments,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,interface documentation delivered early,2,,0,False
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,right to compete future,2,temporal_dynamics,1,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,o m cost predictability,4,practicality_and_feasibility,1,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,a revised schedule that,2,practicality_and_feasibility,1,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,a staged rollout plan,2,,0,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,and a staged rollout,2,,0,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,cloud exception path practical,2,practicality_and_feasibility,1,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,emergency services incident adaptive,2,temporal_dynamics,1,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,is case by case,2,,0,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,revised schedule that still,2,practicality_and_feasibility,1,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,schedule that still meets,2,practicality_and_feasibility,1,False
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,slas incident rca timelines,2,,0,False
S1,quadgrams,CONTROL,surfacing,cross_cutting,emergency services isn t,4,,0,False
S1,quadgrams,CONTROL,conditions,cross_cutting,recommendation unless novagrid can,3,,0,False
S1,quadgrams,CONTROL,conditions,cross_cutting,unless novagrid can clear,2,,0,False
S1,quadgrams,CONTROL,truth,constraint_aligned,export test as an,2,,0,False
S1,quadgrams,CONTROL,truth,constraint_aligned,waiver week review uncertain,2,truth_and_fact,1,False
S1,quadgrams,CONTROL,truth,constraint_aligned,week review uncertain outcome,2,truth_and_fact,1,False
S1,quadgrams,CONTROL,warning,cross_cutting,a higher governance risk,2,practicality_and_feasibility,1,False
S1,quadgrams,CONTROL,warning,cross_cutting,higher governance risk architecture,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,isn t hostage priced,4,,0,False
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,exit isn t hostage,3,,0,False
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,so exit isn t,3,,0,False
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,wrong in year one,3,,0,False
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,doesn t mean novagrid,2,,0,False
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,something minor goes wrong,2,,0,False
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,that doesn t mean,2,,0,False
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,the lowest approval friction,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,pre priced transition assistance,3,temporal_dynamics,1,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,predictable long term operating,3,temporal_dynamics,1,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,data export transition assistance,2,temporal_dynamics;truth_and_fact,2,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,less long horizon evidence,2,truth_and_fact,1,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,most predictable long term,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,risk lock in resilience,2,practicality_and_feasibility;temporal_dynamics,2,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,spares plan delivered early,2,,0,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,term operating cost stability,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,transition assistance rates and,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,transition assistance rates pre,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,export timing plans config,3,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,ownership export timing plans,3,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,timing plans config logs,3,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,90k annual cloud cost,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,a spares plan delivered,2,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,costs while still delivering,2,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,evp incident plans integrations,2,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,is the main constraint,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,net effect tighter budgets,2,,0,False
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,operating costs while still,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,acceptance testing and contract,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,added integration testing complexity,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,an escalation stress test,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,api interface access documented,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,avoids the most uncertain,2,truth_and_fact,1,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,documented formats include a,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,documented formats sample export,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,exportable in documented formats,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,in documented formats include,2,,0,False
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,in documented formats sample,2,,0,False
S1,quadgrams,HYBRID_3_5,warning,cross_cutting,and narrative risk even,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,warning,cross_cutting,at risk due to,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,warning,cross_cutting,narrative risk even if,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,warning,cross_cutting,risk and narrative risk,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,warning,cross_cutting,risk if you share,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_3_5,warning,cross_cutting,risk lock in resilience,2,practicality_and_feasibility;temporal_dynamics,2,False
S1,quadgrams,HYBRID_3_5,autonomy_sovereignty,cross_cutting,so the modular choice,2,,0,False
S1,quadgrams,HYBRID_3_5,conditions,cross_cutting,unless novagrid s incident,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,transition assistance priced now,6,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,priced transition assistance incident,4,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,a phased rollout pilot,2,imagination_and_possibility;temporal_dynamics,2,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,and transition assistance priced,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,cost exposure operational maturity,2,practicality_and_feasibility;temporal_dynamics,3,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,deliverable not a future,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,documented formats exit transition,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,documented formats priced transition,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,early delivery of spares,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,early maintenance reduction vs,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,plans logs and performance,3,,0,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,timing plans logs and,3,,0,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,a phased rollout pilot,2,imagination_and_possibility;temporal_dynamics,2,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,a real schedule threat,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,a viable alternative only,2,imagination_and_possibility,1,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,bound or fixed escalator,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,cost continuity protections are,2,practicality_and_feasibility;temporal_dynamics,2,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,cost exposure operational maturity,2,practicality_and_feasibility;temporal_dynamics,3,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,cpi bound or fixed,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,failover adding cost time,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_SEMANTIC,surfacing,cross_cutting,s clearly wrong you,3,,0,False
S1,quadgrams,HYBRID_SEMANTIC,surfacing,cross_cutting,if civitas cannot meet,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,a phased rollout pilot,2,imagination_and_possibility;temporal_dynamics,2,False
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,a pilot corridor prove,2,imagination_and_possibility,1,False
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,a viable alternative only,2,imagination_and_possibility,1,False
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,phased rollout pilot corridor,2,imagination_and_possibility;temporal_dynamics,2,False
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,pilot corridor prove stability,2,imagination_and_possibility,1,False
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,rollout pilot corridor first,2,imagination_and_possibility,1,False
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,start with a pilot,2,imagination_and_possibility,1,False
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,viable alternative only if,2,imagination_and_possibility,1,False
S1,quadgrams,HYBRID_SEMANTIC,conditions,cross_cutting,viable alternative only if,2,imagination_and_possibility,1,False
S1,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,acceptance tested time to,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,acceptance testing and burn,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,and acceptance tested time,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,audit trail degraded mode,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,documented formats exit transition,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,documented formats priced transition,2,temporal_dynamics,1,False
S1,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,in documented formats exit,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,in documented formats priced,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,pressure test require a,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,rollback audit trail degraded,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,warning,cross_cutting,a real schedule threat,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_SEMANTIC,warning,cross_cutting,and continuity risks and,2,practicality_and_feasibility;temporal_dynamics,2,False
S1,quadgrams,HYBRID_SEMANTIC,warning,cross_cutting,real schedule threat modular,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_SEMANTIC,warning,cross_cutting,supply chain risk than,2,practicality_and_feasibility,1,False
S1,quadgrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,best reasons to choose,2,,0,False
S1,quadgrams,HYBRID_SEMANTIC,hedging,cross_cutting,in a way council,2,,0,False
S3,quadgrams,AC15,imagination_and_possibility,constraint_aligned,prototype validated evt dvt,2,imagination_and_possibility,1,False
S3,quadgrams,AC15,imagination_and_possibility,constraint_aligned,shielding prototype validated evt,2,imagination_and_possibility,1,False
S3,quadgrams,AC15,truth,constraint_aligned,claims are truthful and,2,truth_and_fact,1,False
S3,quadgrams,AC15,truth,constraint_aligned,prototype validated evt dvt,2,imagination_and_possibility,1,False
S3,quadgrams,AC15,truth,constraint_aligned,shielding prototype validated evt,2,imagination_and_possibility,1,False
S3,quadgrams,AC15,truth,constraint_aligned,the claims are truthful,2,truth_and_fact,1,False
S3,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,a clearly bounded operating,2,,0,False
S3,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,bound the failure mode,2,,0,False
S3,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,bounded operating envelope with,2,,0,False
S3,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,can restructure the launch,2,,0,False
S3,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,clearly bounded operating envelope,2,,0,False
S3,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,constrained launch parallel hardware,2,practicality_and_feasibility,1,False
S3,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,de risked execution not,2,practicality_and_feasibility,1,False
S3,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,definition and penalty schedule,2,practicality_and_feasibility,1,False
S3,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,even if you launch,2,,0,False
S3,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,exclusions for known limitations,2,,0,False
S3,quadgrams,AC15,temporal_projection,constraint_aligned,a more robust nav,2,temporal_dynamics,1,False
S3,quadgrams,AC15,temporal_projection,constraint_aligned,is no longer the,2,,0,False
S3,quadgrams,AC15,temporal_projection,constraint_aligned,market window without sacrificing,2,temporal_dynamics,1,False
S3,quadgrams,AC15,temporal_projection,constraint_aligned,more robust nav mode,2,temporal_dynamics,1,False
S3,quadgrams,AC15,temporal_projection,constraint_aligned,to a more robust,2,temporal_dynamics,1,False
S3,quadgrams,AC15,temporal_projection,constraint_aligned,transition to a more,2,temporal_dynamics,1,False
S3,quadgrams,AC15,temporal_projection,constraint_aligned,window without sacrificing the,2,temporal_dynamics,1,False
S3,quadgrams,AC15,surfacing,cross_cutting,can t guarantee geofence,2,,0,False
S3,quadgrams,AC15,hedging,cross_cutting,of these become likely,2,,0,False
S3,quadgrams,AC15,hedging,cross_cutting,re statistically likely to,2,,0,False
S3,quadgrams,AC15,hedging,cross_cutting,you re statistically likely,2,,0,False
S3,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,limited availability early access,4,,0,False
S3,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,mitigation is not bounded,3,practicality_and_feasibility,1,False
S3,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,a launch definition that,2,,0,False
S3,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,availability early access launch,2,,0,True
S3,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,bound on event rate,2,,0,False
S3,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,bounded la eap launch,2,,0,False
S3,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,bounded operating envelope site,2,,0,False
S3,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,c gated launch partial,2,,0,False
S3,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,eap launch this quarter,2,,0,False
S3,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,global launch messaging if,2,,0,False
S3,quadgrams,AC15P,temporal_projection,constraint_aligned,limited availability early access,4,,0,False
S3,quadgrams,AC15P,temporal_projection,constraint_aligned,availability early access launch,2,,0,True
S3,quadgrams,AC15P,temporal_projection,constraint_aligned,early access is not,2,,0,True
S3,quadgrams,AC15P,temporal_projection,constraint_aligned,penalty free qualification phase,2,temporal_dynamics,1,False
S3,quadgrams,AC15P,temporal_projection,constraint_aligned,qualification phase i can,2,temporal_dynamics,1,False
S3,quadgrams,AC15P,temporal_projection,constraint_aligned,stable and mappable to,2,,0,False
S3,quadgrams,AC15P,temporal_projection,constraint_aligned,successful series b later,2,,0,False
S3,quadgrams,AC15P,temporal_projection,constraint_aligned,the early failure tax,2,,0,False
S3,quadgrams,AC15P,temporal_projection,constraint_aligned,zones may shift so,2,temporal_dynamics,1,False
S3,quadgrams,AC15P,conditions,cross_cutting,and b whether the,3,,0,False
S3,quadgrams,AC15P,conditions,cross_cutting,b whether the mining,3,,0,False
S3,quadgrams,AC15P,conditions,cross_cutting,sanity check whether the,2,,0,False
S3,quadgrams,AC15P,conditions,cross_cutting,whether you can implement,2,practicality_and_feasibility,1,False
S3,quadgrams,AC15P,imagination_and_possibility,constraint_aligned,if neither is true,2,,0,False
S3,quadgrams,AC15P,imagination_and_possibility,constraint_aligned,mining as paid pilot,2,imagination_and_possibility,1,False
S3,quadgrams,AC15P,imagination_and_possibility,constraint_aligned,paid pilot limited availability,2,imagination_and_possibility,1,False
