scenario,level,system,expression_group,expression_group_layer,expression_subgroup,ngram,count,matched_constraints,constraint_hit_count,scenario_heavy
S5,quadgrams,AC15,truth,constraint_aligned,verification,created_at last_confirmed_at confidence user,2,truth_and_fact,1,False
S5,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,decision constraint convention confirmedfix,3,practicality_and_feasibility,1,False
S5,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,brief decisions constraints conventions,2,practicality_and_feasibility,1,False
S5,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,code prompt constraints only,2,practicality_and_feasibility,1,False
S5,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,constraints conventions confirmed fixes,2,practicality_and_feasibility;truth_and_fact,2,False
S5,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,project brief decisions constraints,2,practicality_and_feasibility,1,False
S5,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,records decision constraint convention,2,practicality_and_feasibility,1,False
S5,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,typed records decision constraint,2,practicality_and_feasibility,1,False
S5,quadgrams,AC15,surfacing,cross_cutting,confrontation,convention hasn t been,2,,0,False
S5,quadgrams,AC15,surfacing,cross_cutting,confrontation,hasn t been confirmed,2,truth_and_fact,1,False
S5,quadgrams,AC15,surfacing,cross_cutting,confrontation,this convention hasn t,2,,0,False
S5,quadgrams,AC15,truth,constraint_aligned,fact_vs_interpretation,inferred evidence_refs pr commit,2,truth_and_fact,1,False
S5,quadgrams,AC15,temporal_projection,constraint_aligned,time_horizons,short ttl vectors later,2,,0,False
S5,quadgrams,AC15,warning,cross_cutting,main,auto approves low risk,2,practicality_and_feasibility,1,False
S5,quadgrams,AC15,surfacing,cross_cutting,hard_limit_refusal,can t leave region,2,,0,False
S5,quadgrams,AC15,surfacing,cross_cutting,hard_limit_refusal,pii can t leave,2,,0,False
S5,quadgrams,AC15,surfacing,cross_cutting,tension_exposure,conflicts with apm or,2,,0,False
S5,quadgrams,AC15,conditions,cross_cutting,main,g days unless promoted,2,,0,False
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,robustness_and_resilience,durable artifacts adrs prs,4,,0,False
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,robustness_and_resilience,durable artifacts with citations,3,,0,False
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,robustness_and_resilience,over durable artifacts with,3,,0,False
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,robustness_and_resilience,pointers to durable artifacts,2,,0,False
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,robustness_and_resilience,retrieval over durable artifacts,2,,0,False
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,robustness_and_resilience,vectors over durable artifacts,2,,0,False
S5,quadgrams,AC15P,imagination_and_possibility,constraint_aligned,exploration_within_bounds,draft accepted superseded deprecated,3,temporal_dynamics,1,False
S5,quadgrams,AC15P,imagination_and_possibility,constraint_aligned,exploration_within_bounds,status draft accepted superseded,3,,0,False
S5,quadgrams,AC15P,imagination_and_possibility,constraint_aligned,exploration_within_bounds,possible paths symbols exist,2,imagination_and_possibility,1,False
S5,quadgrams,AC15P,imagination_and_possibility,constraint_aligned,exploration_within_bounds,text status draft accepted,2,,0,False
S5,quadgrams,AC15P,imagination_and_possibility,constraint_aligned,exploration_within_bounds,type text status draft,2,,0,False
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,accepted superseded deprecated needs,3,temporal_dynamics,1,False
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,draft accepted superseded deprecated,3,temporal_dynamics,1,False
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,superseded deprecated needs review,3,temporal_dynamics,1,False
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,becomes stale if the,2,,0,False
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,visible fresh eyes vs,2,,0,False
S5,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,created_at last_validated_at repo branch,3,,0,False
S5,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,can t ship provenance,2,truth_and_fact,1,False
S5,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,owner created_at last_validated_at repo,2,,0,False
S5,quadgrams,AC15P,truth,constraint_aligned,verification,adr style decisions verified,3,truth_and_fact,1,False
S5,quadgrams,AC15P,truth,constraint_aligned,verification,created_at last_validated_at repo branch,3,,0,False
S5,quadgrams,AC15P,truth,constraint_aligned,verification,style decisions verified outcomes,3,truth_and_fact,1,False
S5,quadgrams,AC15P,truth,constraint_aligned,verification,verified outcomes runbook items,3,truth_and_fact,1,False
S5,quadgrams,AC15P,truth,constraint_aligned,verification,can t ship provenance,2,truth_and_fact,1,False
S5,quadgrams,AC15P,truth,constraint_aligned,verification,decisions constraints verified outcomes,2,practicality_and_feasibility;truth_and_fact,2,False
S5,quadgrams,AC15P,truth,constraint_aligned,verification,last_validated_at repo branch links,2,,0,False
S5,quadgrams,AC15P,truth,constraint_aligned,verification,owner created_at last_validated_at repo,2,,0,False
S5,quadgrams,AC15P,truth,constraint_aligned,verification,retention access deletion audit,2,,0,False
S5,quadgrams,AC15P,surfacing,cross_cutting,hard_limit_refusal,can t ship provenance,2,truth_and_fact,1,False
S5,quadgrams,AC15P,surfacing,cross_cutting,hard_limit_refusal,developer can t see,2,,0,False
S5,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,always show used context,2,,0,False
S5,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,constraint that steers everything,2,practicality_and_feasibility,1,False
S5,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,context with links dates,2,,0,False
S5,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,decisions constraints verified outcomes,2,practicality_and_feasibility;truth_and_fact,2,False
S5,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,show used context with,2,,0,False
S5,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,used context with links,2,,0,False
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,time_horizons,artifact type time window,2,temporal_dynamics,1,False
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,time_horizons,time window branch artifact,2,temporal_dynamics,1,False
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,time_horizons,type time window status,2,temporal_dynamics,1,False
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,change_and_rate,as the codebase evolves,2,,0,False
S5,quadgrams,AC15P,hedging,cross_cutting,single_word_markers,makes continuity mostly about,2,temporal_dynamics,1,False
S5,quadgrams,AC15P,hedging,cross_cutting,single_word_markers,tend to make continuity,2,temporal_dynamics,1,False
S5,quadgrams,AC15P,surfacing,cross_cutting,confrontation,can canonize a wrong,2,,0,False
S5,quadgrams,AC15P,conditions,cross_cutting,main,days sprints unless reaffirmed,2,,0,False
S5,quadgrams,AC15P,conditions,cross_cutting,main,depends on the architecture,2,,0,False
S5,quadgrams,AC15P,conditions,cross_cutting,main,n days sprints unless,2,,0,False
S5,quadgrams,AC15P,conditions,cross_cutting,main,should we depends on,2,,0,False
S5,quadgrams,AC15P,surfacing,cross_cutting,friction_exposed,hard filters repo branch,2,,0,False
S5,quadgrams,AC15P,surfacing,cross_cutting,friction_exposed,opaque or hard to,2,,0,False
S5,quadgrams,AC15P,surfacing,cross_cutting,friction_exposed,with hard filters repo,2,,0,False
S5,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,conventions constraints system map,7,practicality_and_feasibility,1,False
S5,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,decisions conventions constraints system,6,practicality_and_feasibility,1,False
S5,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,notebook decisions conventions constraints,3,practicality_and_feasibility,1,False
S5,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,as decision convention constraint,2,practicality_and_feasibility,1,False
S5,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,constraints conventions system map,2,practicality_and_feasibility,1,False
S5,quadgrams,CONTROL,surfacing,cross_cutting,tension_exposure,basic repo conflict checks,2,,0,False
S5,quadgrams,CONTROL,truth,constraint_aligned,verification,basic repo conflict checks,2,,0,False
S5,quadgrams,CONTROL,truth,constraint_aligned,verification,continuum notebook gated evidence,2,truth_and_fact,1,False
S5,quadgrams,CONTROL,truth,constraint_aligned,verification,gated vector backed evidence,2,truth_and_fact,1,False
S5,quadgrams,CONTROL,truth,constraint_aligned,verification,repo verification before recommending,2,truth_and_fact,1,False
S5,quadgrams,CONTROL,truth,constraint_aligned,verification,vector backed evidence index,2,truth_and_fact,1,False
S5,quadgrams,CONTROL,truth,constraint_aligned,verification,verify against the repo,2,truth_and_fact,1,False
S5,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,but more likely to,2,,0,False
S5,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,likely to cause ruts,2,,0,False
S5,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,more likely to create,2,,0,False
S5,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,tends to do well,2,,0,False
S5,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,action_and_execution,more likely to create,2,,0,False
S5,quadgrams,CONTROL,temporal_projection,constraint_aligned,time_horizons,module tags recency window,2,temporal_dynamics,1,False
S5,quadgrams,CONTROL,temporal_projection,constraint_aligned,decay_and_currency,fresh eyes notebook repo,2,,0,False
S5,quadgrams,CONTROL,temporal_projection,constraint_aligned,decay_and_currency,that preserves fresh eyes,2,,0,False
S5,quadgrams,CONTROL,hedging,cross_cutting,multi_word_patterns,tends to do well,2,,0,False
S5,quadgrams,CONTROL,surfacing,cross_cutting,friction_exposed,hard filters branch main,2,,0,False
S5,quadgrams,CONTROL,surfacing,cross_cutting,friction_exposed,hard filters first repo,2,,0,False
S5,quadgrams,CONTROL,autonomy_sovereignty,cross_cutting,single_word_markers,why did we choose,2,,0,False
S5,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,brief adrs conventions constraints,5,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,adrs conventions constraints glossary,3,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,spine adrs conventions constraints,2,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,more likely to be,3,,0,False
S5,quadgrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,can make continuity mostly,2,temporal_dynamics,1,False
S5,quadgrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,continuity more likely to,2,temporal_dynamics,1,False
S5,quadgrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,is least likely to,2,,0,False
S5,quadgrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,isolation is least likely,2,,0,False
S5,quadgrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,it tends to preserve,2,,0,False
S5,quadgrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,likely to be net,2,,0,False
S5,quadgrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,make continuity more likely,2,temporal_dynamics,1,False
S5,quadgrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,previously tried may be,2,,0,False
S5,quadgrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,tried may be outdated,2,temporal_dynamics,1,False
S5,quadgrams,HYBRID_3_5,conditions,cross_cutting,main,rut staleness risk unless,2,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,decay_and_currency,fresh eyes mode is,2,,0,False
S5,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,decay_and_currency,fresh eyes mode that,2,,0,False
S5,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,decay_and_currency,fresh eyes mode toggle,2,,0,False
S5,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,decay_and_currency,provide fresh eyes mode,2,,0,False
S5,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,decay_and_currency,rut staleness risk unless,2,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,decay_and_currency,tried may be outdated,2,temporal_dynamics,1,False
S5,quadgrams,HYBRID_3_5,warning,cross_cutting,main,rut staleness risk unless,2,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_3_5,hedging,cross_cutting,multi_word_patterns,it tends to preserve,2,,0,False
S5,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,robustness_and_resilience,it tends to preserve,2,,0,False
S5,quadgrams,HYBRID_3_5,truth,constraint_aligned,fact_vs_interpretation,as evidence not truth,2,truth_and_fact,2,False
S5,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,and provenance from day,2,truth_and_fact,1,False
S5,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,as evidence not truth,2,truth_and_fact,2,False
S5,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,blocks volatile evidence retrieval,2,truth_and_fact,1,False
S5,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,compatibility checks against current,2,,0,False
S5,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,evidence items influenced the,2,truth_and_fact,1,False
S5,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,provenance from day one,2,truth_and_fact,1,False
S5,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,scope status timestamps provenance,2,truth_and_fact,1,False
S5,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,status timestamps provenance links,2,truth_and_fact,1,False
S5,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,version proximity existence checks,2,,0,False
S5,quadgrams,HYBRID_3_5,imagination_and_possibility,constraint_aligned,speculative_boundary_marking,active superseded failed tentative,2,,0,False
S5,quadgrams,HYBRID_3_5,imagination_and_possibility,constraint_aligned,speculative_boundary_marking,debugging attempts speculative hypotheses,2,imagination_and_possibility;truth_and_fact,1,False
S5,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,time_horizons,add vectors later keep,2,,0,False
S5,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,time_horizons,is long horizon and,2,,0,False
S5,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,time_horizons,long horizon and the,2,,0,False
S5,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,time_horizons,work is long horizon,2,,0,False
S5,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,action_and_execution,create adr from this,2,,0,False
S5,quadgrams,HYBRID_3_5,surfacing,cross_cutting,hard_limit_refusal,users can t correct,2,truth_and_fact,1,False
S5,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,on demand evidence retrieval,4,truth_and_fact,1,False
S5,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,as evidence in b,2,truth_and_fact,1,False
S5,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,confirmed root causes fixes,2,truth_and_fact,1,False
S5,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,constraints conventions glossary confirmed,2,practicality_and_feasibility;truth_and_fact,2,False
S5,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,editable diffable source linked,2,truth_and_fact,1,False
S5,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,evidence in b under,2,truth_and_fact,1,False
S5,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,last verified at sha,2,truth_and_fact,1,False
S5,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,or stored as evidence,2,truth_and_fact,1,False
S5,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,provenance links derived from,2,truth_and_fact,1,False
S5,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,stored as evidence in,2,truth_and_fact,1,False
S5,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,decay_and_currency,irrelevant outdated never use,3,temporal_dynamics,1,False
S5,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,decay_and_currency,outdated never use again,3,temporal_dynamics,1,False
S5,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,decay_and_currency,can expire unless reaffirmed,2,temporal_dynamics,1,False
S5,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,decay_and_currency,fresh eyes constraints only,2,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,decay_and_currency,one click fresh eyes,2,,0,False
S5,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,exploration_within_bounds,durable truth from exploration,2,imagination_and_possibility;truth_and_fact,2,False
S5,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,exploration_within_bounds,truth from exploration exhaust,2,imagination_and_possibility;truth_and_fact,2,False
S5,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,robustness_and_resilience,durable truth from exploration,2,imagination_and_possibility;truth_and_fact,2,False
S5,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,fact_vs_interpretation,durable truth from exploration,2,imagination_and_possibility;truth_and_fact,2,False
S5,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,fact_vs_interpretation,truth from exploration exhaust,2,imagination_and_possibility;truth_and_fact,2,False
S5,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,active superseded links constraints,2,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,by default decisions constraints,2,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,constraint convention glossary learning,2,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,constraints conventions glossary confirmed,2,practicality_and_feasibility;truth_and_fact,2,False
S5,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,constraints security compliance slo,2,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,decision constraint convention glossary,2,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,default decisions constraints conventions,2,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,fresh eyes constraints only,2,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,superseded links constraints security,2,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,can expire unless reaffirmed,2,temporal_dynamics,1,False
S5,quadgrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,tickets retrieved only when,2,,0,False
S5,quadgrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,whether chat can be,2,,0,False
S5,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,start with keyword search,2,,0,False
S5,quadgrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,multi_word_patterns,you choose continuity via,2,temporal_dynamics,1,False
S5,quadgrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,single_word_markers,authority and always cited,2,,0,False
S5,quadgrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,single_word_markers,you choose continuity via,2,temporal_dynamics,1,False
S5,quadgrams,HYBRID_SEMANTIC,warning,cross_cutting,main,feeds isolation argument risk,2,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_SEMANTIC,warning,cross_cutting,main,risk frequent retrieval of,2,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_SEMANTIC,warning,cross_cutting,main,the risk is real,2,practicality_and_feasibility,1,False
S5,quadgrams,HYBRID_SEMANTIC,surfacing,cross_cutting,hard_limit_refusal,are non negotiable to,2,,0,False
S5,quadgrams,HYBRID_SEMANTIC,surfacing,cross_cutting,hard_limit_refusal,non negotiable to avoid,2,,0,False
S5,quadgrams,HYBRID_SEMANTIC,surfacing,cross_cutting,hard_limit_refusal,these are non negotiable,2,,0,False
S5,quadgrams,HYBRID_SEMANTIC,surfacing,cross_cutting,confrontation,code that doesn t,2,,0,False
S5,quadgrams,HYBRID_SEMANTIC,surfacing,cross_cutting,confrontation,it confidently remembered wrong,2,,0,False
S5,quadgrams,HYBRID_SEMANTIC,surfacing,cross_cutting,confrontation,that doesn t compile,2,,0,False
S5,quadgrams,HYBRID_SEMANTIC,smoothing,cross_cutting,main,docs merged code adrs,2,,0,False
S7,quadgrams,AC15,temporal_projection,constraint_aligned,time_horizons,a long term partner,3,temporal_dynamics,1,False
S7,quadgrams,AC15,temporal_projection,constraint_aligned,time_horizons,about years from now,2,,0,False
S7,quadgrams,AC15,temporal_projection,constraint_aligned,time_horizons,early in the trial,2,,0,False
S7,quadgrams,AC15,temporal_projection,constraint_aligned,time_horizons,from a long term,2,temporal_dynamics,1,False
S7,quadgrams,AC15,temporal_projection,constraint_aligned,time_horizons,my health changes later,2,,0,False
S7,quadgrams,AC15,temporal_projection,constraint_aligned,time_horizons,years from now what,2,,0,False
S7,quadgrams,AC15,smoothing,cross_cutting,main,don t merge finances,3,,0,False
S7,quadgrams,AC15,smoothing,cross_cutting,main,advice on both sides,2,,0,False
S7,quadgrams,AC15,smoothing,cross_cutting,main,don t merge accounts,2,,0,False
S7,quadgrams,AC15,smoothing,cross_cutting,main,merge accounts don t,2,,0,False
S7,quadgrams,AC15,smoothing,cross_cutting,main,no merged finances keep,2,,0,False
S7,quadgrams,AC15,smoothing,cross_cutting,main,not buy no merged,2,,0,False
S7,quadgrams,AC15,smoothing,cross_cutting,main,property don t merge,2,,0,False
S7,quadgrams,AC15,smoothing,cross_cutting,main,t merge accounts don,2,,0,False
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,aging health plan partner,2,,0,True
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,don t ship everything,2,,0,False
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,health plan partner not,2,,0,False
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,i want to plan,2,,0,False
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,plan partner not nurse,2,,0,False
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,plan so neither of,2,,0,False
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,plan where you go,2,,0,False
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,propose the staged plan,2,,0,False
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,we change the plan,2,,0,False
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,your plan makes you,2,,0,False
S7,quadgrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,aging health plan partner,2,,0,True
S7,quadgrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,kids family expectations aging,2,,0,False
S7,quadgrams,AC15,imagination_and_possibility,constraint_aligned,tension_as_fuel,plan so neither of,2,,0,False
S7,quadgrams,AC15,temporal_projection,constraint_aligned,change_and_rate,propose the staged plan,2,,0,False
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,cost if you tell,2,practicality_and_feasibility,1,False
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,dependent on her or,2,,0,False
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,to defeat sunk cost,2,practicality_and_feasibility,1,False
S7,quadgrams,AC15,truth,constraint_aligned,plain_statement,honest answer is you,2,truth_and_fact,1,False
S7,quadgrams,AC15,truth,constraint_aligned,plain_statement,the honest answer is,2,truth_and_fact,1,False
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,practical benefits are delayed,2,practicality_and_feasibility,1,False
S7,quadgrams,AC15,autonomy_sovereignty,cross_cutting,single_word_markers,choosing you seriously and,2,,0,False
S7,quadgrams,AC15,warning,cross_cutting,main,choosing you seriously and,2,,0,False
S7,quadgrams,AC15,warning,cross_cutting,main,serious mean to you,2,,0,False
S7,quadgrams,AC15,warning,cross_cutting,main,the danger isn t,2,,0,False
S7,quadgrams,AC15,warning,cross_cutting,main,to pursue this seriously,2,,0,False
S7,quadgrams,AC15,surfacing,cross_cutting,confrontation,the danger isn t,2,,0,False
S7,quadgrams,AC15,hedging,cross_cutting,multi_word_patterns,motivations could be love,2,,0,False
S7,quadgrams,AC15,hedging,cross_cutting,multi_word_patterns,tends to sound like,2,,0,False
S7,quadgrams,AC15,hedging,cross_cutting,multi_word_patterns,this kind of urgency,2,,0,False
S7,quadgrams,AC15,hedging,cross_cutting,single_word_markers,motivations could be love,2,,0,False
S7,quadgrams,AC15,hedging,cross_cutting,single_word_markers,performers tend to stay,2,,0,False
S7,quadgrams,AC15,hedging,cross_cutting,single_word_markers,tends to sound like,2,,0,False
S7,quadgrams,AC15,hedging,cross_cutting,single_word_markers,this kind of urgency,2,,0,False
S7,quadgrams,AC15,hedging,cross_cutting,single_word_markers,your situation that typically,2,,0,False
S7,quadgrams,AC15,conditions,cross_cutting,main,citizenship and whether you,2,,0,False
S7,quadgrams,AC15,conditions,cross_cutting,main,your citizenship and whether,2,,0,False
S7,quadgrams,AC15P,hedging,cross_cutting,single_word_markers,may not be seeing,8,,0,False
S7,quadgrams,AC15P,hedging,cross_cutting,single_word_markers,be seeing you might,2,,0,False
S7,quadgrams,AC15P,hedging,cross_cutting,single_word_markers,how often you feel,2,,0,False
S7,quadgrams,AC15P,hedging,cross_cutting,single_word_markers,likely caused it then,2,,0,False
S7,quadgrams,AC15P,hedging,cross_cutting,single_word_markers,often you feel calm,2,,0,False
S7,quadgrams,AC15P,hedging,cross_cutting,single_word_markers,track how often you,2,,0,False
S7,quadgrams,AC15P,hedging,cross_cutting,single_word_markers,you could become dependent,2,,0,False
S7,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,care is plan a,4,,0,False
S7,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,exit plan cash logistics,3,,0,False
S7,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,a two track plan,2,,0,False
S7,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,healthcare insurance plan remains,2,,0,False
S7,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,insurance plan remains unaffordable,2,,0,False
S7,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,language friends healthcare plan,2,,0,False
